bulan,kode_outlet,no_penerimaan,no_retur,kode_obat,kode_kreditur,satuan_utuh,isi,qty_retur,harga_satuan,jml_retur,is_konsinyasi
3,BX19,RR1112T6011073184,RE1112T60633606H,13022343,1000003384,BT,1,3,0,0,TRUE
3,BX32,RR1112TP019707823,RE1112TP0637087F,13091312,1000011699,BT,1,1,0,0,TRUE
3,BX13,RR1112RR020058397,RE1112RR0637053O,13089332,1000002358,BT,1,2,0,0,TRUE
3,BX13,RR1112RR02487170D,RE1112RR06319191,13022343,1000003384,BT,1,1,0,0,TRUE
3,BX01,RR1112NJ02546688E,RE1112NJ0631868D,13022343,1000003384,BT,1,2,0,0,TRUE
3,BX21,RR1112T802296995M,RE1112T80631895Q,13022343,1000003384,BT,1,1,0,0,TRUE
3,BX13,RR1112RR02498904L,RE1112RR06319182,13022343,1000003384,BT,1,2,0,0,TRUE
3,BX14,RR1112RT02499381P,RE1112RT06320068,13022343,1000003384,BT,1,2,0,0,TRUE
3,BX43,RR1113L3025220031,RE1113L30634927K,13021838,1000003862,BT,1,1,0,0,TRUE
3,BX04,RR1112R102576437O,RE1112R106445988,13077027,1000003862,BT,1,2,0,0,TRUE
3,BX04,RR1112R1025365190,RE1112R106446014,13096051,1000003862,BT,1,1,0,0,TRUE
3,BX12,RR1112RP02510855F,RE1112RP06320567,13095769,1000003862,BT,1,1,0,0,TRUE
3,BX41,RR1113F1021432812,RE1113F10632206I,13085361,1000010086,BT,1,3,0,0,TRUE
3,BX51,RR11142X02507745H,RE11142X0632313J,13022343,1000003384,BT,1,2,0,0,TRUE
3,BX51,RR11142X022924974,RE11142X0632315H,13022343,1000003384,BT,1,1,0,0,TRUE
3,BX04,RR1112R102549497L,RE1112R10644614R,13076744,1000003384,BT,1,1,0,0,TRUE
3,BX04,RR1112R1023177258,RE1112R10644617O,13087672,1000008329,BT,1,1,0,0,TRUE
3,BX22,RR1112T902495023K,RE1112T90637171R,13021968,1000002358,BT,1,2,0,0,TRUE
3,BX38,RR11135402138911O,RE1113540635793O,13085408,1000003862,BT,1,1,0,0,TRUE
3,BX41,RR1113F1022080917,RE1113F10632201N,13095183,1000010086,BT,1,1,0,0,TRUE
3,BX41,RR1113F101832793D,RE1113F10632208G,13085362,1000010086,BT,1,3,0,0,TRUE
3,BX26,RR1112TH02569371P,RE1112TH0634952B,13021810,1000003862,BT,1,1,0,0,TRUE
3,BX11,RR1112RM0521953R,RE1112RM0632418F,13022343,1000003384,BT,1,3,0,0,TRUE
3,BX41,RR1113F102297212K,RE1113F106387043,13022343,1000003384,BT,1,1,0,0,TRUE
3,BX20,RR1112T7024995743,RE1112T70638844P,13095184,1000010086,BT,1,1,0,0,TRUE
3,BX20,RR1112T7025384020,RE1112T70638843Q,13022343,1000003384,BT,1,2,0,0,TRUE
3,BX43,RR1113L3025504847,RE1113L30636830M,13021788,1000003862,BT,1,3,0,0,TRUE
3,BX01,RR1112NJ01906641A,RE1112NJ0637516G,13021482,1000003200,BT,1,1,0,0,TRUE
3,BX14,RR1112RT019870533,RE1112RT0634289B,13085344,1000010086,BT,1,1,0,0,TRUE
3,BX14,RR1112RT019870533,RE1112RT0634289B,13085343,1000010086,BT,1,1,0,0,TRUE
3,BX01,RR1112NJ025365608,RE1112NJ0637561B,13021847,1000003862,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ025254903,RE1112TJ06448518,13084685,1000003862,BT,1,1,0,0,TRUE
3,BX14,RR1112RT02526678M,RE1112RT0634288C,13095585,1000002358,BT,1,2,0,0,TRUE
3,BX27,RR1112TJ020802616,RE1112TJ0635803F,13086086,1000003925,BT,1,1,0,0,TRUE
3,BX19,RR1112T601859053P,RE1112T60638929P,13021482,1000003200,BT,1,5,0,0,TRUE
3,BX01,RR1112NJ02494653K,RE1112NJ0634421Q,13021966,1000002358,BT,1,2,0,0,TRUE
3,BX31,RR1112TN025792929,RE1112TN0637457L,13091309,1000011699,BT,1,2,0,0,TRUE
3,BX08,RC1112RE061685839,RE1112RE0639211Q,12003705,1000003470,BT,1,2,19400,38800,FALSE
3,BX25,RR1112TF022447038,RE1112TF0638233H,13076798,1000003862,BT,1,1,0,0,TRUE
3,BX04,RR1112R1025414864,RE1112R10638519G,13022343,1000003384,BT,1,1,0,0,TRUE
3,BX39,RR1113F4019686142,RE1113F406355401,13091312,1000011699,BT,1,1,0,0,TRUE
3,BX52,RC1114YY06363802J,RE1114YY0638641L,13086840,1000003470,DUS,10,9,9701,87303,FALSE
3,BX01,RR1112NJ02004455E,RE1112NJ0637511L,13091675,1000003200,BT,1,2,0,0,TRUE
3,BX51,RR11142X02433955B,RE11142X0645391Q,13095208,1000002358,BH,1,2,0,0,TRUE
3,BX01,RR1112NJ022813931,RE1112NJ0637553B,13021927,1000002358,BT,1,1,0,0,TRUE
3,BX26,RR1112TH02569371P,RE1112TH0628136C,13085888,1000003862,BT,1,3,0,0,TRUE
3,BX26,RR1112TH02569371P,RE1112TH0628136C,13081427,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH02569371P,RE1112TH0628136C,13021844,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH02569371P,RE1112TH0628136C,13085192,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH02569371P,RE1112TH0628136C,13021810,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH02569371P,RE1112TH0628136C,13095770,1000003862,BT,1,2,0,0,TRUE
3,BX21,RR1112T802020618O,RE1112T80636927R,13095187,1000010086,BT,1,2,0,0,TRUE
3,BX01,RR1112NJ023627612,RE1112NJ0628339A,13085533,1000002568,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628142E,13087964,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628142E,13021788,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628142E,13085798,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628142E,13081204,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628142E,13085512,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628142E,13085889,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628142E,13084755,1000003862,BT,1,1,0,0,TRUE
3,BX41,RR1113F1020748846,RE1113F10638708R,13094060,1000008329,BT,1,1,0,0,TRUE
3,BX26,RR1112TH01661309P,RE1112TH0628107H,13086145,1000010086,BT,1,1,0,0,TRUE
3,BX26,RR1112TH01661309P,RE1112TH0628107H,13085346,1000010086,BT,1,1,0,0,TRUE
3,BX26,RR1112TH023825320,RE1112TH0628143D,13021863,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13021769,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13075139,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13021788,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13085798,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13085512,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13021828,1000003862,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13021835,1000003862,BT,1,3,0,0,TRUE
3,BX26,RR1112TH025604904,RE1112TH0628137B,13084686,1000003862,BT,1,1,0,0,TRUE
3,BX21,RR1112T8023342408,RE1112T806369126,13086143,1000010086,BT,1,3,0,0,TRUE
3,BX39,RR1113F4024073104,RE1113F40639135M,13022015,1000002392,TUB,1,1,0,0,TRUE
3,BX26,RR1112TH01469472O,RE1112TH0628106I,13085349,1000010086,BT,1,2,0,0,TRUE
3,BX08,RR1112RE025329452,RE1112RE06356898,13021966,1000002358,BT,1,1,0,0,TRUE
3,BX26,RR1112TH02428772P,RE1112TH0628145B,13021833,1000003862,BT,1,2,0,0,TRUE
3,BX21,RR1112T801966758P,RE1112T806369135,13086145,1000010086,BT,1,7,0,0,TRUE
3,BX04,RR1112R102574113E,RE1112R10638529E,13077400,1000003384,BT,1,2,0,0,TRUE
3,BX26,RR1112TH02051994K,RE1112TH0628140G,13021835,1000003862,BT,1,1,0,0,TRUE
3,BX26,RR1112TH02051994K,RE1112TH0628140G,13087963,1000003862,BT,1,1,0,0,TRUE
3,BX19,RR1112T6025140862,RE1112T60628205D,13021496,1000003200,BT,1,6,0,0,TRUE
3,BX19,RR1112T602569524F,RE1112T60628207B,13095504,1000002358,BT,1,4,0,0,TRUE
3,BX40,RR1113F202472697R,RE1113F206282225,13022284,1000003384,BH,1,1,0,0,TRUE
3,BX11,RR1112RM00531665,RE1112RM06282346,13022353,1000003564,BT,1,1,0,0,TRUE
3,BX11,RR1112RM00531665,RE1112RM06282346,13079715,1000003564,BT,1,1,0,0,TRUE
3,BX11,RR1112RM0107089M,RE1112RM06282373,13022350,1000003564,BT,1,1,0,0,TRUE
3,BX11,RR1112RM02158425K,RE1112RM06282382,13021645,1000003564,BT,1,1,0,0,TRUE
3,BX13,RR1112RR02209706C,RE1112RR0637048L,13021496,1000003200,BT,1,4,0,0,TRUE
3,BX34,RC11135N08845570E,RE11135N0638565D,13085318,1000003470,DUS,1,1,46400,46400,FALSE
3,BX01,RR1112NJ02534225A,RE1112NJ06374916,13021505,1000003200,BT,1,4,0,0,TRUE
3,BX29,RC1112TL08716122A,RE1112TL06392155,13073604,1000003470,DUS,5,5,8342,41710,FALSE
3,BX01,RR1112NJ02449955F,RE1112NJ0628338B,13081421,1000002568,BT,1,2,0,0,TRUE
3,BX32,RC1112TP08514333R,RE1112TP0628369D,13085099,1000000043,BT,1,2,52937,105874,FALSE
3,BX04,RR1112R1025682924,RE1112R10638515K,13022343,1000003384,BT,1,3,0,0,TRUE
3,BX08,RC1112RE05061571O,RE1112RE0639317J,13022564,1000002432,DUS,1,1,211500,211500,FALSE
3,BX01,RR1112NJ02416687N,RE1112NJ06283961,13085858,1000003564,BT,1,2,0,0,TRUE
3,BX04,RR1112R102454371D,RE1112R10638535G,13077311,1000003564,BT,1,1,0,0,TRUE
3,BX26,RR1112TH02191664K,RE1112TH0628488P,13021833,1000003862,BT,1,5,0,0,TRUE
3,BX04,RR1112R1025741861,RE1112R10638531K,13086017,1000003564,BT,1,1,0,0,TRUE
3,BX04,RR1112R1025268724,RE1112R10628424L,13085513,1000003862,BT,1,1,0,0,TRUE
3,BX04,RR1112R1025650872,RE1112R10628425K,13084264,1000003862,BT,1,1,0,0,TRUE
3,BX40,RR1113F202557652B,RE1113F20628426R,13021833,1000003862,BT,1,1,0,0,TRUE
3,BX49,RR1113UK02130090D,RE1113UK06354472,13021810,1000003862,BT,1,2,0,0,TRUE
3,BX43,RR1113L3025220031,RE1113L30636834I,13081204,1000003862,BT,1,2,0,0,TRUE
3,BX43,RR1113L3025220031,RE1113L30636834I,13021788,1000003862,BT,1,1,0,0,TRUE
3,BX43,RR1113L3025220031,RE1113L30636834I,13095769,1000003862,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ01863338G,RE1112TJ0644969P,13085366,1000010086,BT,1,3,0,0,TRUE
3,BX27,RR1112TJ01863338G,RE1112TJ0644969P,13085362,1000010086,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ01863338G,RE1112TJ0644969P,13085344,1000010086,BT,1,2,0,0,TRUE
3,BX27,RR1112TJ01863338G,RE1112TJ0644969P,13086145,1000010086,BT,1,3,0,0,TRUE
3,BX27,RR1112TJ01863338G,RE1112TJ0644969P,13085911,1000010086,BT,1,2,0,0,TRUE
3,BX04,RR1112R1025415292,RE1112R10638538D,13084983,1000008329,BT,1,1,0,0,TRUE
3,BX31,RR1112TN02431903J,RE1112TN0628529N,13095642,1000002358,BT,1,2,0,0,TRUE
3,BX29,RC1112TL08737249F,RE1112TL0639103A,13088722,1000011509,BT,1,3,141807,425421,FALSE
3,BX19,RR1112T602390714H,RE1112T60638927R,13095503,1000002358,BT,1,2,0,0,TRUE
3,BX19,RR1112T602430922R,RE1112T606389313,13021505,1000003200,BT,1,5,0,0,TRUE
3,BX41,RR1113F1025107205,RE1113F10641892R,13095585,1000002358,BT,1,2,0,0,TRUE
3,BX04,RR1112R102368204B,RE1112R10644921P,13086249,1000002358,BT,1,3,0,0,TRUE
3,BX41,RR1113F1025571400,RE1113F10642145B,13021763,1000003862,BT,1,4,0,0,TRUE
3,BX12,RR1112RP02581193E,RE1112RP06455314,13021847,1000003862,BT,1,1,0,0,TRUE
3,BX21,RR1112T802563563F,RE1112T806495221,13083470,1000003564,BT,1,3,0,0,TRUE
3,BX27,RR1112TJ02250268O,RE1112TJ06492710,13085798,1000003862,BT,1,1,0,0,TRUE
3,BX34,RR11135N02374513B,RE11135N0646135Q,13095184,1000010086,BT,1,1,0,0,TRUE
3,BX52,RR1114YY02461554A,RE1114YY0650873P,13085244,1000003384,BT,1,1,0,0,TRUE
3,BX43,RR1113L3025679979,RE1113L306494863,13095089,1000009801,BT,1,1,0,0,TRUE
3,BX19,RR1112T6025344711,RE1112T60648979E,13083616,1000003925,TUB,1,2,0,0,TRUE
3,BX41,RR1113F102585786O,RE1113F106419624,13021968,1000002358,BT,1,1,0,0,TRUE
3,BX33,RR11132P02541831D,RE11132P0646551L,13083737,1000003862,BT,1,1,0,0,TRUE
3,BX01,RR1112NJ02595540R,RE1112NJ06507131,13021797,1000003862,BT,1,20,0,0,TRUE
3,BX52,RR1114YY02311345O,RE1114YY0650877L,13085245,1000003384,BT,1,1,0,0,TRUE
3,BX52,RR1114YY02311345O,RE1114YY0650877L,13085244,1000003384,BT,1,1,0,0,TRUE
3,BX14,RR1112RT02191150H,RE1112RT0649001Q,13022350,1000003384,BT,1,1,0,0,TRUE
3,BX14,RR1112RT02191150H,RE1112RT0649001Q,13022370,1000003384,BT,1,1,0,0,TRUE
3,BX14,RR1112RT02191150H,RE1112RT0649001Q,13022284,1000003384,BH,1,1,0,0,TRUE
3,BX14,RR1112RT02191150H,RE1112RT0649001Q,13022279,1000003384,TUB,1,1,0,0,TRUE
3,BX27,RR1112TJ020391809,RE1112TJ06449731,13095187,1000010086,BT,1,3,0,0,TRUE
3,BX14,RR1112RT017837204,RE1112RT0649002P,13022353,1000003384,BT,1,3,0,0,TRUE
3,BX14,RR1112RT02308340N,RE1112RT0649003O,13022284,1000003384,BH,1,1,0,0,TRUE
3,BX27,RR1112TJ022765779,RE1112TJ0644984Q,13085361,1000010086,BT,1,2,0,0,TRUE
3,BX14,RR1112RT02485955E,RE1112RT0649004N,13076744,1000003384,BT,1,2,0,0,TRUE
3,BX41,RR1113F1025829906,RE1113F106421666,13021797,1000003862,BT,1,2,0,0,TRUE
3,BX51,RR11142X02354942E,RE11142X0645393O,13095503,1000002358,BT,1,2,0,0,TRUE
3,BX20,RC1112T708478574B,RE1112T706464480,13086071,1000003198,BH,1,5,5018,25088,FALSE
3,BX27,RR1112TJ02553095P,RE1112TJ0641440L,13021701,1000003564,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025283245,RE1112TH0646709B,13095644,1000002358,BT,1,1,0,0,TRUE
3,BX07,RR1112R902577435B,RE1112R906490218,13095189,1000010086,BT,1,1,0,0,TRUE
3,BX20,RR1112T702600927J,RE1112T70650831G,13084754,1000003862,BT,1,5,0,0,TRUE
3,BX20,RR1112T702600927J,RE1112T70650831G,13021771,1000003862,BT,1,1,0,0,TRUE
3,BX20,RR1112T702600927J,RE1112T70650831G,13077027,1000003862,BT,1,10,0,0,TRUE
3,BX20,RR1112T702600927J,RE1112T70650831G,13084535,1000003862,BT,1,10,0,0,TRUE
3,BX26,RR1112TH02514775O,RE1112TH0646710I,13021966,1000002358,BT,1,5,0,0,TRUE
3,BX26,RR1112TH025073745,RE1112TH0646717B,13077618,1000002358,BT,1,4,0,0,TRUE
3,BX26,RR1112TH02296433N,RE1112TH0649051A,13022343,1000003384,BT,1,1,0,0,TRUE
3,BX52,RR1114YY02556731A,RE1114YY0650874O,13087672,1000008329,BT,1,2,0,0,TRUE
3,BX26,RR1112TH025283245,RE1112TH0646716C,13083363,1000002358,BT,1,8,0,0,TRUE
3,BX34,RC11135N06972416A,RE11135N0641034A,13087379,1000002450,BH,1,3,52125,156374,FALSE
3,BX34,RC11135N06972416A,RE11135N0641034A,13087380,1000002450,BH,1,1,72521,72521,FALSE
3,BX03,RR1112QX02599281J,RE1112QX0650818J,13087885,1000003001,BH,1,1,0,0,TRUE
3,BX33,RR11132P02511009M,RE11132P0646553J,13021838,1000003862,BT,1,2,0,0,TRUE
3,BX27,RR1112TJ02478039F,RE1112TJ06493308,13021615,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ02494481I,RE1112TJ06493255,13022345,1000003384,BT,1,1,0,0,TRUE
3,BX40,RC1113F2059315025,RE1113F20641224F,13005108,1000003271,DUS,30,30,9400,282000,FALSE
3,BX41,RR1113F1021785384,RE1113F106413951,13022158,1000003564,BT,1,1,0,0,TRUE
3,BX14,RR1112RT02191162C,RE1112RT06493693,13085420,1000003564,BT,1,1,0,0,TRUE
3,BX35,RC11135108194564M,RE11135106400323,13064681,1000003198,BH,1,1,12106,12106,FALSE
3,BX38,RR111354017110947,RE1113540651007N,13021674,1000003564,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025998743,RE1112TH06510231,13085451,1000003564,BT,1,5,0,0,TRUE
3,BX14,RR1112RT02029703B,RE1112RT06493657,13089332,1000002358,BT,1,1,0,0,TRUE
3,BX26,RR1112TH024846795,RE1112TH0646703H,13089441,1000002358,BT,1,1,0,0,TRUE
3,BX26,RR1112TH02589181O,RE1112TH06510213,13095503,1000002358,BT,1,1,0,0,TRUE
3,BX41,RR1113F1024996508,RE1113F106420881,13085363,1000010086,BT,1,1,0,0,TRUE
3,BX33,RC11132P08335059E,RE11132P0646485C,13015719,1000002432,BT,1,1,62178,62178,FALSE
3,BX12,RR1112RP024633587,RE1112RP06510389,13084683,1000003862,BT,1,1,0,0,TRUE
3,BX41,RR1113F102573651F,RE1113F106421826,13021847,1000003862,BT,1,1,0,0,TRUE
3,BX31,RR1112TN02279798I,RE1112TN06419195,13022291,1000003384,BT,1,1,0,0,TRUE
3,BX41,RR1113F1023867932,RE1113F10641611I,13083470,1000003564,BT,1,1,0,0,TRUE
3,BX01,RR1112NJ025876596,RE1112NJ06491825,13021826,1000003862,BT,1,1,0,0,TRUE
3,BX41,RR1113F1025298565,RE1113F10641531F,13021643,1000003564,BT,1,1,0,0,TRUE
3,BX41,RR1113F102509338H,RE1113F10642198Q,13084865,1000003862,BT,1,1,0,0,TRUE
3,BX13,RC1112RR06552390O,RE1112RR06411563,13015457,1000000043,TUB,1,1,34618,34618,FALSE
3,BX26,RR1112TH02484147M,RE1112TH0646697O,13021496,1000003200,BT,1,2,0,0,TRUE
3,BX32,RR1112TP018564092,RE1112TP06421651,13021482,1000003200,BT,1,4,0,0,TRUE
3,BX43,RR1113L302501118L,RE1113L30641628R,13022343,1000003384,BT,1,1,0,0,TRUE
3,BX41,RR1113F1024996219,RE1113F10651204K,13021966,1000002358,BT,1,2,0,0,TRUE
3,BX32,RR1112TP01874091F,RE1112TP06421704,13021487,1000003200,BT,1,3,0,0,TRUE
3,BX32,RR1112TP02000749E,RE1112TP06421624,13091675,1000003200,BT,1,2,0,0,TRUE
3,BX22,RC1112T9080316134,RE1112T90646203B,13022571,1000002432,DUS,120,8,2003,16024,FALSE
3,BX41,RR1113F1024879423,RE1113F10641807C,13095642,1000002358,BT,1,1,0,0,TRUE
3,BX41,RR1113F1024073150,RE1113F10641822D,13095503,1000002358,BT,1,1,0,0,TRUE
3,BX35,RC11135108194564M,RE1113510646133H,13064681,1000003198,BH,1,4,12106,48423,FALSE
3,BX26,RR1112TH025283245,RE1112TH0646695Q,13086251,1000002358,BT,1,2,0,0,TRUE
3,BX26,RR1112TH02576725F,RE1112TH0646714E,13021968,1000002358,BT,1,2,0,0,TRUE
3,BX26,RR1112TH02576725F,RE1112TH0646714E,13096094,1000002358,BT,1,1,0,0,TRUE
3,BX26,RR1112TH0171420N,RE1112TH0646715D,13021971,1000002358,BT,1,6,0,0,TRUE
3,BX33,RR11132P025560867,RE11132P0646546I,13076744,1000003384,BT,1,1,0,0,TRUE
3,BX32,RR1112TP02179171F,RE1112TP0642176Q,13021971,1000002358,BT,1,1,0,0,TRUE
3,BX26,RR1112TH025037923,RE1112TH0646696P,13086324,1000002358,BT,1,5,0,0,TRUE
3,BX26,RR1112TH025054729,RE1112TH06466930,13086251,1000002358,BT,1,20,0,0,TRUE
3,BX27,RR1112TJ02581465G,RE1112TJ0646963R,13022279,1000003384,TUB,1,1,0,0,TRUE
3,BX27,RR1112TJ02581465G,RE1112TJ0646963R,13076744,1000003384,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ01370773K,RE1112TJ06493326,13022343,1000003384,BT,1,4,0,0,TRUE
3,BX26,RR1112TH02403661B,RE1112TH0646698N,13021487, ,BT,1,2,0,0,TRUE
3,BX26,RC1112TH08006442J,RE1112TH0640096F,13070394,1000000043,TUB,1,4,36600,146400,FALSE
3,BX40,RC1113F205939266H,RE1113F20640840B,13010345,2000000025,BT,1,4,22176,88704,FALSE
3,BX21,RR1112T802233737F,RE1112T80649519O,13089329,1000008329,BT,1,4,0,0,TRUE
3,BX07,RR1112R902186116K,RE1112R90646593L,13022354,1000003384,BT,1,1,0,0,TRUE
3,BX13,RC1112RR062310174,RE1112RR0641104F,13083793,1000002450,DUS,6,3,13446,40338,FALSE
3,BX26,RR1112TH024036380,RE1112TH0646701J,13021918,1000002358,BT,1,1,0,0,TRUE
3,BX26,RC1112TH0108946702,RE1112TH06473744,13022744,1000003198,DUS,1,1,24569,24569,FALSE
3,BX41,RR1113F102579306A,RE1113F106416467,13087671,1000008329,BT,1,1,0,0,TRUE
3,BX13,RR1112RR02531062R,RE1112RR0647292E,13021634,1000003564,BT,1,2,0,0,TRUE
3,BX13,RR1112RR02531062R,RE1112RR0647292E,13021646,1000003564,BT,1,2,0,0,TRUE
3,BX13,RR1112RR01983378M,RE1112RR0647294C,13021648,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ02563973B,RE1112TJ06469620,13079675,1000008329,BT,1,2,0,0,TRUE
3,BX27,RR1112TJ02488999H,RE1112TJ0646964Q,13022389,1000003384,BH,1,1,0,0,TRUE
3,BX27,RR1112TJ02553095P,RE1112TJ0646977L,13021671,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ024468959,RE1112TJ0646966O,13022383,1000003384,BH,1,2,0,0,TRUE
3,BX27,RR1112TJ02214855N,RE1112TJ0646969L,13021697,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ02214855N,RE1112TJ0646969L,13021696,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ02437636I,RE1112TJ0646979J,13021695,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ02543671P,RE1112TJ0646967N,13021717,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ024028226,RE1112TJ0646965P,13079676,1000008329,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ025769257,RE1112TJ0646975N,13021661,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ025769257,RE1112TJ0646975N,13021674,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ025769257,RE1112TJ0646975N,13021687,1000003564,BH,1,1,0,0,TRUE
3,BX27,RR1112TJ025769257,RE1112TJ0646975N,13077311,1000003564,BT,1,5,0,0,TRUE
3,BX27,RR1112TJ025769257,RE1112TJ0646972Q,13021676,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ02556382N,RE1112TJ0646968M,13021712,1000003564,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ02556382N,RE1112TJ0646968M,13021689,1000003564,BT,1,1,0,0,TRUE
3,BX13,RR1112RR018585336,RE1112RR0647286C,13022353,1000003384,BT,1,1,0,0,TRUE
3,BX39,RR1113F4024622199,RE1113F40647329L,13084684,1000003862,BT,1,5,0,0,TRUE
3,BX13,RR1112RR02259191F,RE1112RR0647274G,13084960,1000008329,BT,1,1,0,0,TRUE
3,BX01,RR1112NJ02508856N,RE1112NJ06472499,13021966,1000002358,BT,1,5,0,0,TRUE
3,BX13,RR1112RR02561740D,RE1112RR06472979,13022279,1000003384,TUB,1,1,0,0,TRUE
3,BX13,RR1112RR02141077I,RE1112RR0647278C,13021640,1000003564,BT,1,2,0,0,TRUE
3,BX13,RR1112RR02407412P,RE1112RR0647283F,13076744,1000003384,BT,1,1,0,0,TRUE
3,BX26,RC1112TH07364509O,RE1112TH0647416D,13086975,1000002450,KLG,1,2,127149,254298,FALSE
3,BX13,RR1112RR024774238,RE1112RR0647295B,13022370,1000003384,BT,1,1,0,0,TRUE
3,BX20,RR1112T702589827P,RE1112T70647176P,13091309,1000011699,BT,1,5,0,0,TRUE
3,BX19,RR1112T602032877G,RE1112T60647197M,13091310,1000011699,BT,1,2,0,0,TRUE
3,BX31,RR1112TN022102925,RE1112TN06419168,13022291,1000003384,BT,1,1,0,0,TRUE
3,BX13,RR1112RR022371004,RE1112RR0647296A,13022351,1000003384,BT,1,1,0,0,TRUE
3,BX13,RR1112RR021489244,RE1112RR0647281H,13022157,1000003564,BH,1,3,0,0,TRUE
3,BX13,RR1112RR02324535F,RE1112RR0647290G,13022357,1000003384,BT,1,4,0,0,TRUE
3,BX41,RR1113F102520909B,RE1113F106413568,13091311,1000011699,BT,1,1,0,0,TRUE
3,BX01,RR1112NJ02447012H,RE1112NJ06478555,13095642,1000002358,BT,1,2,0,0,TRUE
3,BX31,RR1112TN02393470F,RE1112TN06477202,13095503,1000002358,BT,1,2,0,0,TRUE
3,BX38,RR111354024073427,RE1113540649774I,13095654,1000008329,BT,1,1,0,0,TRUE
3,BX07,RR1112R90844740J,RE1112R90648058P,13084535,1000003862,BT,1,1,0,0,TRUE
3,BX27,RR1112TJ01490999P,RE1112TJ0641150M,13085368, ,BT,1,1,0,0,TRUE
3,BX29,RR1112TL02255844D,RE1112TL0648197H,13095503,1000002358,BT,1,2,0,0,TRUE
3,BX29,RR1112TL02072546G,RE1112TL0648196I,13095207,1000002358,BT,1,5,0,0,TRUE
3,BX32,RR1112TP02501472P,RE1112TP0642179N,13022343,1000003384,BT,1,2,0,0,TRUE
3,BX31,RR1112TN02573175D,RE1112TN06480252,13021810,1000003862,BT,1,1,0,0,TRUE
3,BX40,RR1113F202592897I,RE1113F206486210,13021624,1000003564,BT,1,1,0,0,TRUE
3,BX40,RC1113F2079918641,RE1113F20641203K,13086061,1000003198,BT,1,5,14386,71926,FALSE
3,BX25,RR1112TF02219946N,RE1112TF06475648,13022366,1000003384,BT,1,1,0,0,TRUE
3,BX19,RR1112T602529275M,RE1112T606486324,13021968,1000002358,BT,1,2,0,0,TRUE
3,BX25,RR1112TF02543331F,RE1112TF06479519,13091384,1000011699,BT,1,2,0,0,TRUE
3,BX27,RR1112TJ02585326G,RE1112TJ0641106Q,13095867,1000002358,BT,1,1,0,0,TRUE
3,BX01,RR1112NJ02508856N,RE1112NJ06478528,13096069,1000002358,BT,1,2,0,0,TRUE
3,BX07,RR1112R9018116132,RE1112R906480514,13087566,1000003002,BT,1,7,0,0,TRUE
3,BX07,RR1112R9018116132,RE1112R906480514,13087565,1000003002,BT,1,5,0,0,TRUE
3,BX07,RR1112R9018116132,RE1112R906480514,13087564,1000003002,BT,1,5,0,0,TRUE
