nama_outlet,kode_outlet,nama_bm,kode_bm,kode_doc_type,deskripsi_kode_type,dpp,ppn,total,document_id,no_transaksi,tanggal,no_referensi
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,104760,,104760,626066919,RC1112R9011334431I,5/14/2025,YQBX07250514
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2405405,,2405405,626066919,RC1112R9011334433G,5/14/2025,YQBX07250514
KF.0207,BX07,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,621703,68387,690090,626066919,RC1112R9011334439A,5/14/2025,YQBX07250514
KF.0225,BX08,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,5162175,,5162175,626066920,RC1112RE0113341258,5/14/2025,YQBX08250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,34659724,,34659724,626066921,RC1112RH0113304515,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,259221,,259221,626066921,RC1112RH0113316084,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3778386,,3778386,626066921,RC1112RH011332281P,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1835050,,1835050,626066921,RC1112RH011332371Q,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2677850,,2677850,626066921,RC1112RH0113324262,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1828669,,1828669,626066921,RC1112RH011332492K,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2100000,,2100000,626066921,RC1112RH011332645P,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,536263,,536263,626066921,RC1112RH011332696E,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,607498,,607498,626066921,RC1112RH0113327063,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,8227382,,8227382,626066921,RC1112RH0113332217,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2425062,,2425062,626066921,RC1112RH011333258M,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,830452,91350,921802,626066921,RC1112RH0113333252,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,7716315,,7716315,626066921,RC1112RH011333398D,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3317386,,3317386,626066921,RC1112RH0113335063,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,207187,,207187,626066921,RC1112RH011333873H,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,142560,,142560,626066921,RC1112RH011333890G,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,284832,,284832,626066921,RC1112RH0113339023,5/14/2025,YQBX09250514
KF.0275,BX09,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,256050,,256050,626066921,RC1112RH011333917O,5/14/2025,YQBX09250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3371464,,3371464,626066922,RC1112RK011331663J,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1631361,179450,1810811,626066922,RC1112RK011332118R,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,11090794,,11090794,626066922,RC1112RK0113330302,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1047359,,1047359,626066922,RC1112RK011333424O,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,614071,,614071,626066922,RC1112RK0113337698,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,9364793,,9364793,626066922,RC1112RK011333847D,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,17663390,,17663390,626066922,RC1112RK0113338839,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3443594,,3443594,626066922,RC1112RK0113338982,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,307486,,307486,626066922,RC1112RK011333909I,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,383206,,383206,626066922,RC1112RK011334364F,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,570000,,570000,626066922,RC1112RK011334365E,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,183222,20154,203376,626066922,RC1112RK011334372F,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,790613,86967,877580,626066922,RC1112RK011334376B,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,224757,24723,249480,626066922,RC1112RK0113343798,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,506388,55703,562091,626066922,RC1112RK011334384B,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,171171,18829,190000,626066922,RC1112RK0113343869,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,619391,68133,687524,626066922,RC1112RK0113343878,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,351000,,351000,626066922,RC1112RK0113344020,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,401850,,401850,626066922,RC1112RK011334404Q,5/14/2025,YQBX10250514
KF.0316,BX10,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,147828,,147828,626066922,RC1112RK011334406O,5/14/2025,YQBX10250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1204224,,1204224,626066923,RC1112RM011330019R,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,458129,,458129,626066923,RC1112RM0113300500,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,493385,,493385,626066923,RC1112RM011330070O,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,766260,,766260,626066923,RC1112RM011330083J,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,322875,,322875,626066923,RC1112RM0113301072,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,346626,,346626,626066923,RC1112RM011330128P,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,208682,,208682,626066923,RC1112RM011330822O,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,517275,,517275,626066923,RC1112RM0113318857,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,6023437,,6023437,626066923,RC1112RM0113319785,5/14/2025,YQBX11250514
KF.0334 UNY,BX11,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,325729,,325729,626066923,RC1112RM011332051N,5/14/2025,YQBX11250514
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,248216,,248216,626066924,RC1112RP011330501Q,5/14/2025,YQBX12250514
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1082084,,1082084,626066924,RC1112RP011332497R,5/14/2025,YQBX12250514
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,256680,,256680,626066924,RC1112RP011332536B,5/14/2025,YQBX12250514
KF.0401 Seturan,BX12,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2208332,,2208332,626066924,RC1112RP0113325665,5/14/2025,YQBX12250514
KF.0406 Jamal,BX13,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2303000,,2303000,626066925,RC1112RR011331137C,5/14/2025,YQBX13250514
KF.0406 Jamal,BX13,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2731557,,2731557,626066925,RC1112RR0113316457,5/14/2025,YQBX13250514
KF.0524 Banteng,BX19,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,9182533,,9182533,626066926,RC1112T6011332721O,5/14/2025,YQBX19250514
KF.0592 Wates,BX20,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,710727,,710727,626066927,RC1112T7011332729E,5/14/2025,YQBX20250514
KF.0592 Wates,BX20,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3521191,,3521191,626066927,RC1112T70113328882,5/14/2025,YQBX20250514
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,333777,,333777,626066928,RC1112T8011330616M,5/14/2025,YQBX21250514
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1178196,,1178196,626066928,RC1112T80113316000,5/14/2025,YQBX21250514
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,126500,,126500,626066928,RC1112T8011331621N,5/14/2025,YQBX21250514
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,6985756,,6985756,626066928,RC1112T8011332572B,5/14/2025,YQBX21250514
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1151500,,1151500,626066928,RC1112T8011332631J,5/14/2025,YQBX21250514
KF.0609 Tajem,BX21,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,60129,,60129,626066928,RC1112T80113339378,5/14/2025,YQBX21250514
KF.0610 Condong Catur,BX22,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,644163,,644163,626066929,RC1112T90113330919,5/14/2025,YQBX22250514
KF.0610 Condong Catur,BX22,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,52010,,52010,626066929,RC1112T9011333212M,5/14/2025,YQBX22250514
KF.0610 Condong Catur,BX22,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,294521,,294521,626066929,RC1112T9011333251F,5/14/2025,YQBX22250514
KF.0610 Condong Catur,BX22,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,560900,,560900,626066929,RC1112T9011333542D,5/14/2025,YQBX22250514
KF.0610 Condong Catur,BX22,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3103812,,3103812,626066929,RC1112T90113335754,5/14/2025,YQBX22250514
KF.Delanggu,BX23,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,11879267,,11879267,626066930,RC1112TC011332153A,5/14/2025,YQBX23250514
KF.Delanggu,BX23,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,527720,,527720,626066930,RC1112TC0113336702,5/14/2025,YQBX23250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3549064,,3549064,626066931,RC1112TF0113330078,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,206910,,206910,626066931,RC1112TF0113330612,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,474660,,474660,626066931,RC1112TF011333088J,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,333946,,333946,626066931,RC1112TF0113331068,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,212500,,212500,626066931,RC1112TF0113331237,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,363598,,363598,626066931,RC1112TF0113331531,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,400901,,400901,626066931,RC1112TF0113332138,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1962165,,1962165,626066931,RC1112TF011333238R,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2311606,,2311606,626066931,RC1112TF011333280P,5/14/2025,YQBX25250514
KF PETANGPULUHAN,BX25,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,13293391,,13293391,626066931,RC1112TF011333374M,5/14/2025,YQBX25250514
KF SOROSUTAN,BX26,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,947977,,947977,626066932,RC1112TH011332652N,5/14/2025,YQBX26250514
KF SOROSUTAN,BX26,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,232151,,232151,626066932,RC1112TH0113330136,5/14/2025,YQBX26250514
KF SOROSUTAN,BX26,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,141700,,141700,626066932,RC1112TH0113330350,5/14/2025,YQBX26250514
KF MEGUWO,BX27,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,9889273,,9889273,626066933,RC1112TJ011333159F,5/14/2025,YQBX27250514
KF MEGUWO,BX27,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,8566228,,8566228,626066933,RC1112TJ011333248H,5/14/2025,YQBX27250514
KF MEGUWO,BX27,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,6851716,753689,7605405,626066933,RC1112TJ011333338I,5/14/2025,YQBX27250514
KF. SIDOARUM,BX29,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,756453,,756453,626066934,RC1112TL0113297254,5/14/2025,YQBX29250514
KF. SIDOARUM,BX29,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,762925,83922,846847,626066934,RC1112TL011331545H,5/14/2025,YQBX29250514
KF. SIDOARUM,BX29,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,310365,,310365,626066934,RC1112TL011331629G,5/14/2025,YQBX29250514
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,415400,,415400,626066935,RC1112TN0113321875,5/14/2025,YQBX31250514
KF. Kota Gede,BX31,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,5203552,,5203552,626066935,RC1112TN011333219E,5/14/2025,YQBX31250514
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,387313,,387313,626066936,RC11132P011329776B,5/14/2025,YQBX33250514
KF TITIBUMI,BX33,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1568986,,1568986,626066936,RC11132P011329870G,5/14/2025,YQBX33250514
KF KUSUMANEGARA,BX34,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,708400,,708400,626066937,RC11135N011330216I,5/14/2025,YQBX34250514
KF KUSUMANEGARA,BX34,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,5130907,,5130907,626066937,RC11135N011330252E,5/14/2025,YQBX34250514
KF KUSUMANEGARA,BX34,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,268758,,268758,626066937,RC11135N0113314922,5/14/2025,YQBX34250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,509100,,509100,626066938,RC111351011329715E,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,14319,,14319,626066938,RC1113510113297476,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,259200,,259200,626066938,RC111351011329805F,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,63979,,63979,626066938,RC111351011330579H,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,32163,,32163,626066938,RC111351011330598E,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,316025,,316025,626066938,RC1113510113306252,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,108900,,108900,626066938,RC111351011330646P,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,654750,,654750,626066938,RC111351011330664N,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,22880,,22880,626066938,RC111351011330871M,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,173250,,173250,626066938,RC111351011330887E,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,4843955,,4843955,626066938,RC111351011331447O,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,209600,,209600,626066938,RC111351011331461Q,5/14/2025,YQBX35250514
KF BANTUL,BX35,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,925356,,925356,626066938,RC111351011331494H,5/14/2025,YQBX35250514
KF PRAMBANAN,BX38,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,268635,,268635,626066939,RC111354011329968L,5/14/2025,YQBX38250514
KF PRAMBANAN,BX38,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,42744,,42744,626066939,RC111354011329984L,5/14/2025,YQBX38250514
KF PRAMBANAN,BX38,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,850004,,850004,626066939,RC1113540113300047,5/14/2025,YQBX38250514
KF PRAMBANAN,BX38,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,83669,,83669,626066939,RC111354011330825M,5/14/2025,YQBX38250514
KF PRAMBANAN,BX38,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3128488,,3128488,626066939,RC111354011332681C,5/14/2025,YQBX38250514
KF PALAGAN TENGAH,BX39,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,319723,,319723,626066940,RC1113F4011330538A,5/14/2025,YQBX39250514
KF PALAGAN TENGAH,BX39,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,662793,,662793,626066940,RC1113F40113306736,5/14/2025,YQBX39250514
KF PALAGAN TENGAH,BX39,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,6288676,,6288676,626066940,RC1113F40113331566,5/14/2025,YQBX39250514
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,4201084,,4201084,626066941,RC1113F2011331572A,5/14/2025,YQBX40250514
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1265935,,1265935,626066941,RC1113F20113337457,5/14/2025,YQBX40250514
KF Jakal 3.5,BX40,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,587489,,587489,626066941,RC1113F2011333813E,5/14/2025,YQBX40250514
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,63979,,63979,626066942,RC1113F10113328629,5/14/2025,YQBX41250514
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,2013900,,2013900,626066942,RC1113F1011332900M,5/14/2025,YQBX41250514
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,103455,,103455,626066942,RC1113F1011332916E,5/14/2025,YQBX41250514
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,618259,,618259,626066942,RC1113F1011333734C,5/14/2025,YQBX41250514
KF Purwomartani,BX41,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,669780,,669780,626066942,RC1113F1011333803I,5/14/2025,YQBX41250514
KF. SUGIYOPRANOTO,BX43,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,383086,42139,425225,626066943,RC1113L30113315820,5/14/2025,YQBX43250514
KF. SUGIYOPRANOTO,BX43,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,727500,,727500,626066943,RC1113L3011331595N,5/14/2025,YQBX43250514
KF. SUGIYOPRANOTO,BX43,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,135132,14864,149996,626066943,RC1113L3011331694N,5/14/2025,YQBX43250514
KF. SUGIYOPRANOTO,BX43,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,672754,74003,746757,626066943,RC1113L30113317186,5/14/2025,YQBX43250514
KF. SUGIYOPRANOTO,BX43,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1126665,,1126665,626066943,RC1113L30113318532,5/14/2025,YQBX43250514
KF Sudirman Magelang,BX51,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,228037,,228037,626066944,RC11142X011330233P,5/14/2025,YQBX51250514
KF Sudirman Magelang,BX51,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,1185026,,1185026,626066944,RC11142X011330274G,5/14/2025,YQBX51250514
KF Sudirman Magelang,BX51,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,266561,,266561,626066944,RC11142X011332632I,5/14/2025,YQBX51250514
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,733200,,733200,626066945,RC1114YY011330040L,5/14/2025,YQBX52250514
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,237475,,237475,626066945,RC1114YY011330073C,5/14/2025,YQBX52250514
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,607300,,607300,626066945,RC1114YY0113301955,5/14/2025,YQBX52250514
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,896847,,896847,626066945,RC1114YY0113303766,5/14/2025,YQBX52250514
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,3696445,,3696445,626066945,RC1114YY011330826B,5/14/2025,YQBX52250514
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,564000,,564000,626066945,RC1114YY0113308734,5/14/2025,YQBX52250514
KF Jamal 5.5,BX52,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,421980,,421980,626066945,RC1114YY0113309199,5/14/2025,YQBX52250514
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,12132672,,12132672,626068016,RC1112QX0113367836,5/15/2025,YQBX03250515
KF.0070,BX03,UNIT BISNIS YOGYA,8904,YQ,Penerimaan Barang Reguler Non Afiliasi,15098593,,15098593,626068016,RC1112QX0113386673,5/15/2025,YQBX03250515
